"locality","unit","family type","type of income","time","Family income"
"Oqaatsut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",255308
"Oqaatsut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",..
"Oqaatsut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",..
"Oqaatsut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",..
"Oqaatsut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",..
"Oqaatsut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",..
"Oqaatsut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",372872
"Oqaatsut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",95484
"Oqaatsut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",100541
"Oqaatsut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",106623
"Oqaatsut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",131986
"Oqaatsut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",121868
"Oqaatsut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",118088
"Oqaatsut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",116325
"Oqaatsut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",141126
"Oqaatsut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",129295
"Oqaatsut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",151406
"Oqaatsut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",172629
"Qeqertaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",209263
"Qeqertaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",194883
"Qeqertaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",215108
"Qeqertaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",191285
"Qeqertaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",248955
"Qeqertaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",219180
"Qeqertaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",255709
"Qeqertaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",232518
"Qeqertaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",216849
"Qeqertaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",199587
"Qeqertaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",211241
"Qeqertaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",309591
"Qeqertaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",292907
"Qeqertaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",321809
"Qeqertaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",278467
"Qeqertaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",354119
"Qeqertaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",309919
"Qeqertaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",375866
"Qeqertaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",348394
"Qeqertaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",329061
"Qeqertaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",271610
"Qeqertaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",277262
"Qeqertaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",122773
"Qeqertaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",125318
"Qeqertaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",130484
"Qeqertaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",122141
"Qeqertaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",129451
"Qeqertaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",132071
"Qeqertaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",135551
"Qeqertaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",139817
"Qeqertaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",142040
"Qeqertaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",150866
"Qeqertaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",151822
"Saqqaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",208554
"Saqqaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",220631
"Saqqaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",201647
"Saqqaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",214605
"Saqqaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",262066
"Saqqaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",216690
"Saqqaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",213941
"Saqqaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",217863
"Saqqaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",198120
"Saqqaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",205363
"Saqqaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",212581
"Saqqaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",313709
"Saqqaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",332585
"Saqqaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",319924
"Saqqaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",313829
"Saqqaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",380611
"Saqqaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",330299
"Saqqaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",337039
"Saqqaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",328709
"Saqqaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",277832
"Saqqaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",284587
"Saqqaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",313733
"Saqqaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",128546
"Saqqaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",132666
"Saqqaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",110251
"Saqqaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",122824
"Saqqaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",149929
"Saqqaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",130791
"Saqqaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",122407
"Saqqaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",136756
"Saqqaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",136946
"Saqqaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",145944
"Saqqaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",137816
"Ilimanaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",161402
"Ilimanaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",157933
"Ilimanaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",172960
"Ilimanaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",178040
"Ilimanaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",205269
"Ilimanaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",226260
"Ilimanaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",213725
"Ilimanaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",195361
"Ilimanaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",209605
"Ilimanaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",195455
