"locality","unit","family type","type of income","time","Family income"
"Nutaarmiut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",311926
"Nutaarmiut","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",380648
"Nutaarmiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",104998
"Nutaarmiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",121805
"Nutaarmiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",162972
"Nutaarmiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",127941
"Nutaarmiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",171804
"Nutaarmiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",207946
"Nutaarmiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",220491
"Nutaarmiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",214632
"Nutaarmiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",218368
"Nutaarmiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",192672
"Nutaarmiut","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",134935
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",...
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",...
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",...
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",...
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",...
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",...
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",...
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",...
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",...
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",...
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",..
"Ikerasaarsuk (UPE)","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",..
"Qaanaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",164121
"Qaanaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",166032
"Qaanaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",167219
"Qaanaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",168594
"Qaanaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",159430
"Qaanaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",171161
"Qaanaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",180828
"Qaanaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",180673
"Qaanaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",180486
"Qaanaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",181859
"Qaanaaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",181493
"Qaanaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",260689
"Qaanaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",268904
"Qaanaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",273812
"Qaanaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",264406
"Qaanaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",275238
"Qaanaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",274429
"Qaanaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",287154
"Qaanaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",289618
"Qaanaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",287939
"Qaanaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",295118
"Qaanaaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",297804
"Qaanaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",106078
"Qaanaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",102023
"Qaanaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",107636
"Qaanaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",111612
"Qaanaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",99549
"Qaanaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",108873
"Qaanaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",116108
"Qaanaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",116195
"Qaanaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",119165
"Qaanaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",125790
"Qaanaaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",124999
"Savissivik","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",110777
"Savissivik","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",127094
"Savissivik","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",121554
"Savissivik","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",127724
"Savissivik","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",122760
"Savissivik","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",137717
"Savissivik","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",139860
"Savissivik","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",145002
"Savissivik","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",142272
"Savissivik","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",144387
"Savissivik","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",147935
"Savissivik","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",161367
"Savissivik","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",181160
"Savissivik","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",183155
"Savissivik","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",193917
"Savissivik","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",225814
"Savissivik","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",197837
"Savissivik","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",206569
"Savissivik","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",206447
"Savissivik","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",215996
"Savissivik","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",217660
"Savissivik","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",234619
"Savissivik","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",85482
"Savissivik","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",92947
"Savissivik","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",93834
"Savissivik","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",82216
"Savissivik","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",84115
"Savissivik","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",95280
"Savissivik","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",88848
"Savissivik","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",92335
"Savissivik","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",102058
"Savissivik","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",105596
"Savissivik","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",104592
"Qeqertarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",...
"Qeqertarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",...
"Qeqertarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",...
"Qeqertarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",...
"Qeqertarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",...
"Qeqertarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",...
"Qeqertarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",...
"Qeqertarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",...
"Qeqertarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",...
"Qeqertarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",...
"Qeqertarsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",...
"Qeqertarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",...
"Qeqertarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",...
"Qeqertarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",...
"Qeqertarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",...
"Qeqertarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",...
"Qeqertarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",...
"Qeqertarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",...
"Qeqertarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",...
"Qeqertarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",...
"Qeqertarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",...
"Qeqertarsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",...
"Qeqertarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",...
"Qeqertarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",...
"Qeqertarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",...
"Qeqertarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",...
"Qeqertarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",...
"Qeqertarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",...
"Qeqertarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",...
"Qeqertarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",...
"Qeqertarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",...
"Qeqertarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",...
"Qeqertarsuaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",...
"Siorapaluk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",163620
"Siorapaluk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",151112
"Siorapaluk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",145969
"Siorapaluk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",142177
"Siorapaluk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",150841
"Siorapaluk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",178628
"Siorapaluk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",184702
"Siorapaluk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",183672
"Siorapaluk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",190859
"Siorapaluk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",190809
"Siorapaluk","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",160671
"Siorapaluk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",203271
"Siorapaluk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",198361
"Siorapaluk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",187501
"Siorapaluk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",180300
"Siorapaluk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",185905
"Siorapaluk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",212642
"Siorapaluk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",203453
"Siorapaluk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",222090
"Siorapaluk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",245018
"Siorapaluk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",253340
"Siorapaluk","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",254305
"Siorapaluk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",115159
"Siorapaluk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",103863
"Siorapaluk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",94053
"Siorapaluk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",104053
"Siorapaluk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",119283
"Siorapaluk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",144614
"Siorapaluk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",153450
"Siorapaluk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",145254
"Siorapaluk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",152947
"Siorapaluk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",151016
"Siorapaluk","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",110253
"Moriusaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",...
"Moriusaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",...
"Moriusaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",...
"Moriusaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",...
"Moriusaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",...
"Moriusaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",...
"Moriusaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",...
"Moriusaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",...
"Moriusaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",...
"Moriusaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",..
"Moriusaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",..
"Moriusaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",...
"Moriusaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",...
"Moriusaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",...
"Moriusaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",...
"Moriusaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",...
"Moriusaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",...
"Moriusaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",...
"Moriusaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",...
"Moriusaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",...
"Moriusaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",...
"Moriusaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",...
"Moriusaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",...
"Moriusaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",...
"Moriusaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",...
"Moriusaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",...
"Moriusaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",...
"Moriusaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",...
"Moriusaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",...
"Moriusaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",...
"Moriusaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",...
"Moriusaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",..
"Moriusaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",..
"Qeqertat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",119286
"Qeqertat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",180676
"Qeqertat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",137840
"Qeqertat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",146815
"Qeqertat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",146236
"Qeqertat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",125260
"Qeqertat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",154159
"Qeqertat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",151404
"Qeqertat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",150501
"Qeqertat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",169367
"Qeqertat","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",150803
"Qeqertat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",197814
"Qeqertat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",199212
"Qeqertat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",199261
"Qeqertat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",178660
"Qeqertat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",226372
"Qeqertat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",..
"Qeqertat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",248412
"Qeqertat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",236305
"Qeqertat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",..
"Qeqertat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",289903
"Qeqertat","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",..
"Qeqertat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",53846
"Qeqertat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",..
"Qeqertat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",..
"Qeqertat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",..
"Qeqertat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",79456
"Qeqertat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",75670
"Qeqertat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",75615
"Qeqertat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",66503
"Qeqertat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",81979
"Qeqertat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",83270
"Qeqertat","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",87196
"Tasiilaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",184290
"Tasiilaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",195269
"Tasiilaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",187629
"Tasiilaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",183970
"Tasiilaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",193155
"Tasiilaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",197160
"Tasiilaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",204813
"Tasiilaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",200772
"Tasiilaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",203681
"Tasiilaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",217060
"Tasiilaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",224478
"Tasiilaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",318866
"Tasiilaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",325815
"Tasiilaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",313878
"Tasiilaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",318609
"Tasiilaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",338179
"Tasiilaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",340493
"Tasiilaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",341281
